4M,2M
110.59560009744018,123.27839992940426
171.75380000844598,206.3027999829501
131.95680000353605,128.57939989771694
118.19890001788735,99.03240005951375
117.75700002908707,97.45110000949353
120.74550008401275,101.50240000803024
111.6020999616012,135.71829989086837
114.03659998904914,137.9769000923261
162.13569999672472,93.54679996613413
117.24779999349266,96.27119998913258
